Game Number,Day,Play,Visitor Team,Visitor Score,Home Team,Home Score,Overtime,Shutout
773,105,False,23,0,12,0,False,False
774,105,False,14,0,27,0,False,False
775,105,False,21,0,30,0,False,False
776,105,False,32,0,6,0,False,False
777,105,False,17,0,4,0,False,False
778,105,False,18,0,29,0,False,False
779,105,False,19,0,1,0,False,False
780,106,False,14,0,15,0,False,False
781,106,False,23,0,26,0,False,False
782,106,False,20,0,8,0,False,False
783,106,False,2,0,9,0,False,False
784,106,False,3,0,16,0,False,False
785,106,False,25,0,32,0,False,False
786,106,False,17,0,11,0,False,False
787,106,False,19,0,13,0,False,False
788,107,False,10,0,27,0,False,False
789,107,False,1,0,7,0,False,False
790,107,False,21,0,28,0,False,False
791,107,False,22,0,4,0,False,False
792,107,False,31,0,29,0,False,False
793,107,False,18,0,24,0,False,False
794,108,False,30,0,2,0,False,False
795,108,False,3,0,15,0,False,False
796,108,False,6,0,5,0,False,False
797,108,False,9,0,8,0,False,False
798,108,False,20,0,16,0,False,False
799,108,False,12,0,32,0,False,False
800,108,False,22,0,11,0,False,False
801,108,False,10,0,14,0,False,False
802,109,False,30,0,27,0,False,False
803,109,False,26,0,6,0,False,False
804,109,False,25,0,9,0,False,False
805,109,False,21,0,7,0,False,False
806,109,False,31,0,4,0,False,False
807,109,False,17,0,29,0,False,False
808,109,False,19,0,23,0,False,False
809,109,False,1,0,24,0,False,False
810,110,False,3,0,18,0,False,False
811,110,False,28,0,16,0,False,False
812,110,False,15,0,2,0,False,False
813,110,False,5,0,20,0,False,False
814,110,False,26,0,8,0,False,False
815,110,False,10,0,32,0,False,False
816,110,False,13,0,25,0,False,False
817,110,False,12,0,14,0,False,False
818,110,False,31,0,11,0,False,False
819,111,False,7,0,27,0,False,False
820,111,False,17,0,24,0,False,False
821,111,False,30,0,20,0,False,False
822,111,False,22,0,29,0,False,False
823,111,False,12,0,6,0,False,False
824,111,False,1,0,4,0,False,False
825,112,False,28,0,26,0,False,False
826,112,False,2,0,19,0,False,False
827,112,False,18,0,21,0,False,False
828,112,False,13,0,8,0,False,False
829,112,False,1,0,11,0,False,False
830,113,False,16,0,2,0,False,False
831,113,False,3,0,27,0,False,False
832,113,False,30,0,15,0,False,False
833,113,False,13,0,10,0,False,False
834,113,False,28,0,12,0,False,False
835,113,False,32,0,17,0,False,False
836,113,False,9,0,25,0,False,False
837,113,False,6,0,14,0,False,False
838,113,False,23,0,29,0,False,False
839,113,False,31,0,24,0,False,False
840,114,False,21,0,8,0,False,False
841,114,False,7,0,20,0,False,False
842,114,False,19,0,18,0,False,False
843,115,False,21,0,2,0,False,False
844,115,False,13,0,3,0,False,False
845,115,False,7,0,15,0,False,False
846,115,False,31,0,10,0,False,False
847,115,False,32,0,26,0,False,False
848,115,False,16,0,17,0,False,False
849,115,False,18,0,19,0,False,False
850,115,False,6,0,22,0,False,False
851,115,False,28,0,5,0,False,False
852,115,False,12,0,25,0,False,False
853,115,False,4,0,14,0,False,False
854,115,False,23,0,11,0,False,False
855,115,False,1,0,29,0,False,False
856,115,False,9,0,30,0,False,False
857,115,False,27,0,24,0,False,False
858,116,False,8,0,6,0,False,False
859,117,False,13,0,21,0,False,False
860,117,False,7,0,10,0,False,False
861,117,False,19,0,22,0,False,False
862,117,False,32,0,12,0,False,False
863,117,False,23,0,4,0,False,False
864,117,False,5,0,31,0,False,False
865,117,False,15,0,3,0,False,False
866,117,False,17,0,20,0,False,False
867,117,False,16,0,18,0,False,False
868,117,False,8,0,25,0,False,False
869,117,False,27,0,29,0,False,False
870,117,False,9,0,28,0,False,False
871,117,False,14,0,11,0,False,False
872,117,False,24,0,30,0,False,False
873,118,False,2,0,26,0,False,False
874,118,False,13,0,5,0,False,False
875,118,False,30,0,1,0,False,False
876,119,False,3,0,12,0,False,False
877,119,False,20,0,22,0,False,False
878,119,False,18,0,31,0,False,False
879,119,False,15,0,14,0,False,False
880,119,False,25,0,16,0,False,False
881,119,False,23,0,6,0,False,False
882,119,False,32,0,9,0,False,False
883,119,False,10,0,7,0,False,False
884,119,False,29,0,28,0,False,False
885,119,False,27,0,4,0,False,False
886,120,False,3,0,26,0,False,False
887,120,False,8,0,17,0,False,False
888,120,False,22,0,18,0,False,False
889,120,False,31,0,21,0,False,False
890,120,False,20,0,5,0,False,False
891,120,False,27,0,11,0,False,False
892,120,False,24,0,1,0,False,False
893,121,False,2,0,12,0,False,False
894,121,False,6,0,8,0,False,False
895,121,False,15,0,32,0,False,False
896,121,False,14,0,16,0,False,False
897,121,False,23,0,7,0,False,False
898,121,False,10,0,28,0,False,False
899,121,False,25,0,9,0,False,False
900,121,False,11,0,4,0,False,False
901,121,False,29,0,30,0,False,False
902,121,False,24,0,13,0,False,False
903,122,False,22,0,3,0,False,False
904,122,False,12,0,26,0,False,False
905,122,False,18,0,17,0,False,False
906,122,False,5,0,19,0,False,False
907,122,False,20,0,21,0,False,False
908,122,False,16,0,31,0,False,False
909,122,False,13,0,30,0,False,False
910,142,False,3,0,17,0,False,False
911,142,False,21,0,31,0,False,False
912,142,False,27,0,26,0,False,False
913,142,False,24,0,9,0,False,False
914,142,False,7,0,28,0,False,False
915,142,False,32,0,29,0,False,False
916,142,False,30,0,13,0,False,False
917,142,False,11,0,1,0,False,False
918,143,False,8,0,2,0,False,False
919,143,False,18,0,15,0,False,False
920,143,False,10,0,20,0,False,False
921,143,False,27,0,12,0,False,False
922,143,False,17,0,22,0,False,False
923,143,False,26,0,5,0,False,False
924,143,False,21,0,19,0,False,False
925,143,False,24,0,25,0,False,False
926,143,False,6,0,16,0,False,False
927,143,False,14,0,7,0,False,False
928,143,False,4,0,23,0,False,False
929,143,False,11,0,13,0,False,False
930,144,False,3,0,12,0,False,False
931,144,False,30,0,31,0,False,False
932,144,False,14,0,28,0,False,False
933,144,False,32,0,1,0,False,False
934,145,False,22,0,19,0,False,False
935,145,False,2,0,21,0,False,False
936,145,False,11,0,23,0,False,False
937,145,False,18,0,8,0,False,False
938,145,False,6,0,7,0,False,False
939,145,False,20,0,27,0,False,False
940,145,False,31,0,15,0,False,False
941,145,False,3,0,26,0,False,False
942,145,False,10,0,5,0,False,False
943,145,False,17,0,25,0,False,False
944,145,False,4,0,13,0,False,False
945,145,False,16,0,9,0,False,False
946,145,False,29,0,24,0,False,False
947,146,False,30,0,22,0,False,False
948,146,False,12,0,18,0,False,False
949,146,False,6,0,28,0,False,False
950,146,False,32,0,23,0,False,False
951,146,False,25,0,14,0,False,False
952,146,False,4,0,1,0,False,False
953,147,False,8,0,19,0,False,False
954,147,False,21,0,27,0,False,False
955,147,False,10,0,16,0,False,False
956,147,False,9,0,29,0,False,False
957,147,False,5,0,24,0,False,False
958,147,False,7,0,13,0,False,False
959,148,False,22,0,2,0,False,False
960,148,False,30,0,3,0,False,False
961,148,False,12,0,17,0,False,False
962,148,False,28,0,31,0,False,False
963,148,False,16,0,8,0,False,False
964,148,False,6,0,32,0,False,False
965,148,False,9,0,4,0,False,False
966,148,False,20,0,11,0,False,False
967,148,False,26,0,14,0,False,False
968,148,False,7,0,1,0,False,False
969,148,False,15,0,23,0,False,False
970,149,False,30,0,10,0,False,False
971,149,False,27,0,17,0,False,False
972,149,False,5,0,29,0,False,False
973,149,False,18,0,1,0,False,False
974,149,False,25,0,24,0,False,False
975,150,False,27,0,19,0,False,False
976,150,False,28,0,21,0,False,False
977,150,False,3,0,22,0,False,False
978,150,False,12,0,8,0,False,False
979,150,False,2,0,16,0,False,False
980,150,False,26,0,32,0,False,False
981,150,False,20,0,4,0,False,False
982,150,False,18,0,13,0,False,False
983,151,False,12,0,10,0,False,False
984,151,False,7,0,9,0,False,False
985,151,False,29,0,6,0,False,False
986,151,False,5,0,11,0,False,False
987,151,False,15,0,1,0,False,False
988,151,False,14,0,30,0,False,False
989,151,False,25,0,23,0,False,False
990,152,False,31,0,2,0,False,False
991,152,False,19,0,17,0,False,False
992,152,False,16,0,3,0,False,False
993,152,False,21,0,22,0,False,False
994,152,False,26,0,27,0,False,False
995,152,False,28,0,8,0,False,False
996,152,False,29,0,32,0,False,False
997,152,False,15,0,13,0,False,False
998,152,False,5,0,4,0,False,False
999,152,False,18,0,23,0,False,False
1000,152,False,20,0,24,0,False,False
1001,153,False,14,0,7,0,False,False
1002,153,False,2,0,22,0,False,False
1003,153,False,26,0,3,0,False,False
1004,153,False,6,0,9,0,False,False
1005,153,False,10,0,17,0,False,False
1006,153,False,25,0,1,0,False,False
1007,153,False,11,0,30,0,False,False
1008,154,False,19,0,21,0,False,False
1009,154,False,4,0,31,0,False,False
1010,154,False,28,0,6,0,False,False
1011,154,False,20,0,29,0,False,False
1012,155,False,13,0,2,0,False,False
1013,155,False,23,0,3,0,False,False
1014,155,False,27,0,15,0,False,False
1015,155,False,8,0,26,0,False,False
1016,155,False,10,0,12,0,False,False
1017,155,False,4,0,19,0,False,False
1018,155,False,22,0,5,0,False,False
1019,155,False,18,0,25,0,False,False
1020,155,False,30,0,9,0,False,False
1021,155,False,28,0,14,0,False,False
1022,155,False,1,0,32,0,False,False
1023,155,False,11,0,7,0,False,False
1024,155,False,16,0,24,0,False,False
1025,156,False,15,0,20,0,False,False
1026,156,False,31,0,21,0,False,False
1027,157,False,23,0,2,0,False,False
1028,157,False,31,0,3,0,False,False
1029,157,False,1,0,27,0,False,False
1030,157,False,10,0,26,0,False,False
1031,157,False,8,0,12,0,False,False
1032,157,False,4,0,17,0,False,False
1033,157,False,25,0,5,0,False,False
1034,157,False,11,0,9,0,False,False
1035,157,False,21,0,14,0,False,False
1036,157,False,19,0,32,0,False,False
1037,157,False,6,0,28,0,False,False
1038,157,False,16,0,29,0,False,False
1039,157,False,22,0,30,0,False,False
1040,157,False,7,0,24,0,False,False
1041,158,False,13,0,18,0,False,False
1042,158,False,11,0,25,0,False,False
1043,159,False,1,0,20,0,False,False
1044,159,False,2,0,31,0,False,False
1045,159,False,7,0,32,0,False,False
1046,159,False,19,0,14,0,False,False
1047,159,False,27,0,3,0,False,False
1048,159,False,23,0,15,0,False,False
1049,159,False,5,0,26,0,False,False
1050,159,False,13,0,17,0,False,False
1051,159,False,4,0,18,0,False,False
1052,159,False,8,0,21,0,False,False
1053,159,False,10,0,9,0,False,False
1054,159,False,22,0,28,0,False,False
1055,159,False,24,0,29,0,False,False
1056,159,False,6,0,30,0,False,False
1057,160,False,25,0,32,0,False,False
1058,160,False,23,0,20,0,False,False
1059,160,False,1,0,15,0,False,False
1060,160,False,27,0,14,0,False,False
1061,160,False,16,0,11,0,False,False
1062,160,False,12,0,24,0,False,False
1063,161,False,4,0,10,0,False,False
1064,161,False,2,0,17,0,False,False
1065,161,False,13,0,19,0,False,False
1066,161,False,28,0,9,0,False,False
1067,161,False,22,0,7,0,False,False
1068,162,False,18,0,27,0,False,False
1069,162,False,2,0,15,0,False,False
1070,162,False,5,0,8,0,False,False
1071,162,False,16,0,32,0,False,False
1072,162,False,14,0,6,0,False,False
1073,162,False,23,0,11,0,False,False
1074,162,False,12,0,29,0,False,False
1075,162,False,3,0,30,0,False,False
1076,162,False,26,0,24,0,False,False
1077,163,False,17,0,19,0,False,False
1078,163,False,22,0,5,0,False,False
1079,163,False,20,0,31,0,False,False
1080,163,False,9,0,7,0,False,False
1081,163,False,25,0,4,0,False,False
1082,163,False,21,0,1,0,False,False
1083,164,False,32,0,2,0,False,False
1084,164,False,18,0,20,0,False,False
1085,164,False,15,0,10,0,False,False
1086,164,False,19,0,8,0,False,False
1087,164,False,24,0,16,0,False,False
1088,164,False,6,0,14,0,False,False
1089,164,False,12,0,11,0,False,False
1090,164,False,26,0,29,0,False,False
1091,164,False,28,0,30,0,False,False
1092,164,False,3,0,23,0,False,False
1093,164,False,21,0,13,0,False,False
1094,165,False,5,0,27,0,False,False
1095,165,False,17,0,31,0,False,False
1096,165,False,7,0,6,0,False,False
1097,165,False,12,0,4,0,False,False
1098,165,False,1,0,28,0,False,False
1099,166,False,32,0,22,0,False,False
1100,166,False,30,0,16,0,False,False
1101,166,False,9,0,14,0,False,False
1102,166,False,3,0,13,0,False,False
1103,166,False,21,0,23,0,False,False
1104,166,False,24,0,8,0,False,False
1105,166,False,18,0,15,0,False,False
1106,166,False,27,0,20,0,False,False
1107,166,False,25,0,29,0,False,False
1108,166,False,2,0,10,0,False,False
1109,166,False,26,0,11,0,False,False
1110,167,False,32,0,19,0,False,False
1111,167,False,7,0,31,0,False,False
1112,167,False,5,0,22,0,False,False
1113,167,False,16,0,6,0,False,False
1114,167,False,8,0,18,0,False,False
1115,167,False,30,0,9,0,False,False
1116,167,False,26,0,4,0,False,False
1117,167,False,3,0,1,0,False,False
1118,167,False,13,0,28,0,False,False
1119,168,False,20,0,19,0,False,False
1120,169,False,27,0,2,0,False,False
1121,169,False,5,0,15,0,False,False
1122,169,False,20,0,10,0,False,False
1123,169,False,24,0,12,0,False,False
1124,169,False,6,0,18,0,False,False
1125,169,False,8,0,21,0,False,False
1126,169,False,7,0,22,0,False,False
1127,169,False,14,0,26,0,False,False
1128,169,False,31,0,25,0,False,False
1129,169,False,23,0,16,0,False,False
1130,169,False,17,0,9,0,False,False
1131,169,False,30,0,32,0,False,False
1132,169,False,11,0,28,0,False,False
1133,169,False,13,0,4,0,False,False
1134,169,False,1,0,29,0,False,False
1135,170,False,2,0,3,0,False,False
1136,170,False,19,0,27,0,False,False
1137,171,False,8,0,15,0,False,False
1138,171,False,22,0,20,0,False,False
1139,171,False,24,0,26,0,False,False
1140,171,False,14,0,12,0,False,False
1141,171,False,9,0,18,0,False,False
1142,171,False,6,0,21,0,False,False
1143,171,False,23,0,25,0,False,False
1144,171,False,17,0,16,0,False,False
1145,171,False,7,0,32,0,False,False
1146,171,False,31,0,28,0,False,False
1147,171,False,1,0,4,0,False,False
1148,171,False,11,0,30,0,False,False
1149,171,False,13,0,29,0,False,False
1150,172,False,10,0,3,0,False,False
1151,172,False,6,0,19,0,False,False
1152,173,False,20,0,26,0,False,False
1153,173,False,12,0,18,0,False,False
1154,173,False,1,0,11,0,False,False
1155,173,False,14,0,2,0,False,False
1156,173,False,9,0,22,0,False,False
1157,173,False,17,0,5,0,False,False
1158,173,False,23,0,8,0,False,False
1159,173,False,24,0,3,0,False,False
1160,173,False,27,0,25,0,False,False
1161,173,False,15,0,16,0,False,False
1162,173,False,32,0,7,0,False,False
1163,173,False,21,0,10,0,False,False
1164,173,False,28,0,13,0,False,False
1165,173,False,29,0,4,0,False,False
1166,173,False,31,0,30,0,False,False
1167,174,False,12,0,19,0,False,False
1168,174,False,16,0,26,0,False,False
1169,174,False,15,0,5,0,False,False
1170,174,False,2,0,8,0,False,False
1171,174,False,6,0,17,0,False,False
1172,174,False,9,0,21,0,False,False
1173,175,False,22,0,18,0,False,False
1174,175,False,4,0,7,0,False,False
1175,175,False,29,0,30,0,False,False
1176,175,False,27,0,1,0,False,False
1177,175,False,25,0,23,0,False,False
1178,176,False,9,0,2,0,False,False
1179,176,False,18,0,3,0,False,False
1180,176,False,15,0,26,0,False,False
1181,176,False,20,0,12,0,False,False
1182,176,False,17,0,19,0,False,False
1183,176,False,10,0,22,0,False,False
1184,176,False,21,0,31,0,False,False
1185,176,False,5,0,8,0,False,False
1186,176,False,32,0,6,0,False,False
1187,176,False,24,0,11,0,False,False
1188,177,False,29,0,7,0,False,False
1189,177,False,25,0,13,0,False,False
1190,177,False,1,0,23,0,False,False
1191,178,False,3,0,20,0,False,False
1192,178,False,22,0,26,0,False,False
1193,178,False,2,0,12,0,False,False
1194,178,False,31,0,17,0,False,False
1195,178,False,15,0,19,0,False,False
1196,178,False,10,0,21,0,False,False
1197,178,False,8,0,5,0,False,False
1198,178,False,32,0,9,0,False,False
1199,178,False,29,0,14,0,False,False
1200,178,False,6,0,11,0,False,False
1201,178,False,4,0,30,0,False,False
1202,178,False,27,0,23,0,False,False
1203,178,False,28,0,24,0,False,False
1204,178,False,16,0,13,0,False,False
1205,179,False,21,0,18,0,False,False
1206,179,False,25,0,1,0,False,False
1207,180,False,10,0,19,0,False,False
1208,180,False,14,0,20,0,False,False
1209,180,False,7,0,9,0,False,False
1210,180,False,2,0,26,0,False,False
1211,180,False,12,0,22,0,False,False
1212,180,False,15,0,17,0,False,False
1213,180,False,3,0,31,0,False,False
1214,180,False,18,0,5,0,False,False
1215,180,False,32,0,8,0,False,False
1216,180,False,28,0,29,0,False,False
1217,180,False,27,0,13,0,False,False
1218,180,False,30,0,11,0,False,False
1219,180,False,4,0,1,0,False,False
1220,180,False,16,0,23,0,False,False
1221,180,False,6,0,24,0,False,False
1222,181,False,14,0,10,0,False,False
1223,181,False,12,0,22,0,False,False
1224,181,False,2,0,21,0,False,False
1225,181,False,5,0,20,0,False,False
1226,181,False,17,0,15,0,False,False
1227,181,False,31,0,19,0,False,False
1228,181,False,25,0,7,0,False,False
1229,182,False,26,0,3,0,False,False
1230,182,False,24,0,32,0,False,False
1231,182,False,6,0,23,0,False,False
1232,182,False,16,0,13,0,False,False
1233,183,False,12,0,15,0,False,False
1234,183,False,26,0,20,0,False,False
1235,183,False,8,0,10,0,False,False
1236,183,False,21,0,17,0,False,False
1237,183,False,2,0,5,0,False,False
1238,183,False,7,0,25,0,False,False
1239,183,False,4,0,9,0,False,False
1240,183,False,24,0,14,0,False,False
1241,183,False,11,0,28,0,False,False
1242,183,False,30,0,29,0,False,False
1243,183,False,16,0,1,0,False,False
1244,184,False,3,0,19,0,False,False
1245,184,False,31,0,27,0,False,False
1246,184,False,11,0,23,0,False,False
1247,185,False,8,0,3,0,False,False
1248,185,False,26,0,15,0,False,False
1249,185,False,12,0,20,0,False,False
1250,185,False,21,0,10,0,False,False
1251,185,False,22,0,17,0,False,False
1252,185,False,27,0,18,0,False,False
1253,185,False,32,0,25,0,False,False
1254,185,False,14,0,9,0,False,False
1255,185,False,5,0,6,0,False,False
1256,185,False,4,0,7,0,False,False
1257,185,False,16,0,28,0,False,False
1258,185,False,23,0,1,0,False,False
1259,185,False,30,0,24,0,False,False
1260,185,False,29,0,13,0,False,False
1261,187,False,26,0,2,0,False,False
1262,187,False,20,0,18,0,False,False
1263,187,False,31,0,22,0,False,False
1264,187,False,11,0,13,0,False,False
1265,187,False,17,0,10,0,False,False
1266,187,False,25,0,6,0,False,False
1267,187,False,14,0,16,0,False,False
1268,187,False,19,0,9,0,False,False
1269,187,False,5,0,28,0,False,False
1270,187,False,12,0,27,0,False,False
1271,187,False,8,0,15,0,False,False
1272,187,False,21,0,32,0,False,False
1273,187,False,4,0,24,0,False,False
1274,187,False,30,0,7,0,False,False
1275,187,False,29,0,23,0,False,False
1276,188,False,22,0,31,0,False,False
1277,188,False,15,0,18,0,False,False
1278,188,False,2,0,8,0,False,False
1279,188,False,20,0,17,0,False,False
1280,188,False,29,0,1,0,False,False
1281,188,False,28,0,4,0,False,False
1282,189,False,10,0,26,0,False,False
1283,189,False,19,0,12,0,False,False
1284,189,False,5,0,21,0,False,False
1285,189,False,9,0,27,0,False,False
1286,189,False,14,0,25,0,False,False
1287,189,False,23,0,16,0,False,False
1288,189,False,3,0,6,0,False,False
1289,189,False,7,0,11,0,False,False
1290,189,False,32,0,30,0,False,False
1291,189,False,13,0,24,0,False,False
1292,190,False,17,0,2,0,False,False
1293,190,False,5,0,18,0,False,False
1294,190,False,15,0,21,0,False,False
1295,190,False,31,0,8,0,False,False
1296,190,False,1,0,14,0,False,False
1297,190,False,32,0,28,0,False,False
1298,190,False,7,0,4,0,False,False
1299,190,False,22,0,25,0,False,False
1300,190,False,13,0,29,0,False,False
1301,191,False,9,0,3,0,False,False
1302,191,False,19,0,26,0,False,False
1303,191,False,10,0,12,0,False,False
1304,191,False,27,0,20,0,False,False
1305,191,False,23,0,6,0,False,False
1306,191,False,24,0,30,0,False,False
1307,192,False,1,0,16,0,False,False
1308,192,False,23,0,32,0,False,False
1309,192,False,25,0,28,0,False,False
1310,192,False,13,0,4,0,False,False
1311,192,False,29,0,11,0,False,False
1312,192,False,24,0,7,0,False,False
